pmid,year,journal,title,abstract,authors
15369667,2004,Cell,At the crossroads of inflammation and cancer.,"Chronic inflammation and cancer are closely associated in the intestine. Anti-inflammatory medication reduces intestinal neoplasia, while colorectal cancer incidence is increased in ulcerative colitis. Cyclooxygenases are key to both diseases, yet the molecular basis of the association remains incompletely understood. Two recent Cell (Greten et al., 2004; Rakoff-Nahoum et al., 2004) papers illuminate roles of Toll-like receptors and the NF-kappaB pathway in the control of epithelial homeostasis in health and disease.","Clevers, Hans"
15315754,2004,Cell,Stem cells and cancer; the polycomb connection.,Proteins from the Polycomb group (PcG) are epigenetic chromatin modifiers involved in cancer development and also in the maintenance of embryonic and adult stem cells. The therapeutic potential of stem cells and the growing conviction that tumors contain stem cells highlights the importance of understanding the extrinsic and intrinsic circuitry controlling stem cell fate and their connections to cancer.,"Valk-Lingbeek, Merel E;Bruggeman, Sophia W M;van Lohuizen, Maarten"
15294155,2004,Cell,IKKbeta links inflammation and tumorigenesis in a mouse model of colitis-associated cancer.,"A link between inflammation and cancer has long been suspected, but its molecular nature remained ill defined. A key player in inflammation is transcription factor NF-kappaB whose activity is triggered in response to infectious agents and proinflammatory cytokines via the IkappaB kinase (IKK) complex. Using a colitis-associated cancer model, we show that although deletion of IKKbeta in intestinal epithelial cells does not decrease inflammation, it leads to a dramatic decrease in tumor incidence without affecting tumor size. This is linked to increased epithelial apoptosis during tumor promotion. Deleting IKKbeta in myeloid cells, however, results in a significant decrease in tumor size. This deletion diminishes expression of proinflammatory cytokines that may serve as tumor growth factors, without affecting apoptosis. Thus, specific inactivation of the IKK/NF-kappaB pathway in two different cell types can attenuate formation of inflammation-associated tumors. In addition to suppressing apoptosis in advanced tumors, IKKbeta may link inflammation to cancer.","Greten, Florian R;Eckmann, Lars;Greten, Tim F;Park, Jin Mo;Li, Zhi-Wei;Egan, Laurence J;Kagnoff, Martin F;Karin, Michael"
15294153,2004,Cell,Epithelial-mesenchymal transitions: twist in development and metastasis.,"Epithelial-mesenchymal transitions (EMT) are vital for morphogenesis during embryonic development and are also implicated in the conversion of early stage tumors into invasive malignancies. Several key inducers of EMT are transcription factors that repress E-cadherin expression. A recent report in Cell (Yang et al., 2004) adds Twist to this list and links EMT to the ability of breast cancer cells to enter the circulation and seed metastases.","Kang, Yibin;Massagué, Joan"
15260991,2004,Cell,Single cell profiling of potentiated phospho-protein networks in cancer cells.,"Altered growth factor responses in phospho-protein-driven signaling networks are crucial to cancer cell survival and pathology. Profiles of cancer cell signaling networks might therefore identify mechanisms by which such cells interpret environmental cues for continued growth. Using multiparameter flow cytometry, we monitored phospho-protein responses to environmental cues in acute myeloid leukemia at the single cell level. By exposing cancer cell signaling networks to potentiating inputs, rather than relying upon the basal levels of protein phosphorylation alone, we could discern unique cancer network profiles that correlated with genetics and disease outcome. Strikingly, individual cancers manifested multiple cell subsets with unique network profiles, reflecting cancer heterogeneity at the level of signaling response. The results revealed a dramatic remodeling of signaling networks in cancer cells. Thus, single cell measurements of phospho-protein responses reveal shifts in signaling potential of a phospho-protein network, allowing for categorizing of cell network phenotypes by multidimensional molecular profiles of signaling.","Irish, Jonathan M;Hovland, Randi;Krutzik, Peter O;Perez, Omar D;Bruserud, Øystein;Gjertsen, Bjørn T;Nolan, Garry P"
15210113,2004,Cell,"Twist, a master regulator of morphogenesis, plays an essential role in tumor metastasis.","Metastasis is a multistep process during which cancer cells disseminate from the site of primary tumors and establish secondary tumors in distant organs. In a search for key regulators of metastasis in a murine breast tumor model, we have found that the transcription factor Twist, a master regulator of embryonic morphogenesis, plays an essential role in metastasis. Suppression of Twist expression in highly metastatic mammary carcinoma cells specifically inhibits their ability to metastasize from the mammary gland to the lung. Ectopic expression of Twist results in loss of E-cadherin-mediated cell-cell adhesion, activation of mesenchymal markers, and induction of cell motility, suggesting that Twist contributes to metastasis by promoting an epithelial-mesenchymal transition (EMT). In human breast cancers, high level of Twist expression is correlated with invasive lobular carcinoma, a highly infiltrating tumor type associated with loss of E-cadherin expression. These results establish a mechanistic link between Twist, EMT, and tumor metastasis.","Yang, Jing;Mani, Sendurai A;Donaher, Joana Liu;Ramaswamy, Sridhar;Itzykson, Raphael A;Come, Christophe;Savagner, Pierre;Gitelman, Inna;Richardson, Andrea;Weinberg, Robert A"
15137936,2004,Cell,"FoxOs at the crossroads of cellular metabolism, differentiation, and transformation.","Forkhead transcription factors of the FoxO subfamily are emerging as a shared component among pathways regulating diverse cellular functions, such as differentiation, metabolism, proliferation, and survival. Their transcriptional output is controlled via a two-tiered mechanism of phosphorylation and acetylation. Modest alterations of this balance can result in profound effects. The gamut of phenotypes runs from protection against diabetes and predisposition to neoplasia, conferred by FoxO loss of function, to increased cellular survival and a marked catabolic response associated with gain of function.","Accili, Domenico;Arden, Karen C"
15084260,2004,Cell,IkappaB kinase promotes tumorigenesis through inhibition of forkhead FOXO3a.,"Nuclear exclusion of the forkhead transcription factor FOXO3a by protein kinase Akt contributes to cell survival. We investigated the pathological relationship between phosphoylated-Akt (Akt-p) and FOXO3a in primary tumors. Surprisingly, FOXO3a was found to be excluded from the nuclei of some tumors lacking Akt-p, suggesting an Akt-independent mechanism of regulating FOXO3a localization. We provide evidence for such a mechanism by showing that IkappaB kinase (IKK) physically interacts with, phosphorylates, and inhibits FOXO3a independent of Akt and causes proteolysis of FOXO3a via the Ub-dependent proteasome pathway. Cytoplasmic FOXO3a correlates with expression of IKKbeta or Akt-p in many tumors and associates with poor survival in breast cancer. Further, constitutive expression of IKKbeta promotes cell proliferation and tumorigenesis that can be overridden by FOXO3a. These results suggest the negative regulation of FOXO factors by IKK as a key mechanism for promoting cell growth and tumorigenesis.","Hu, Mickey C-T;Lee, Dung-Fang;Xia, Weiya;Golfman, Leonard S;Ou-Yang, Fu;Yang, Jer-Yen;Zou, Yiyu;Bao, Shilai;Hanada, Norihisa;Saso, Hitomi;Kobayashi, Ryuji;Hung, Mien-Chie"
15084259,2004,Cell,Integration of Smad and forkhead pathways in the control of neuroepithelial and glioblastoma cell proliferation.,"FoxO Forkhead transcription factors are shown here to act as signal transducers at the confluence of Smad, PI3K, and FoxG1 pathways. Smad proteins activated by TGF-beta form a complex with FoxO proteins to turn on the growth inhibitory gene p21Cip1. This process is negatively controlled by the PI3K pathway, a known inhibitor of FoxO localization in the nucleus, and by the telencephalic development factor FoxG1, which we show binds to FoxO-Smad complexes and blocks p21Cip1 expression. We suggest that the activity of this network confers resistance to TGF-beta-mediated cytostasis during the development of the telencephalic neuroepithelium and in glioblastoma brain tumor cells.","Seoane, Joan;Le, Hong-Van;Shen, Lijian;Anderson, Stewart A;Massagué, Joan"
15084254,2004,Cell,Myc: a weapon of mass destruction.,Growth and proliferation potentiated by deregulated myc oncogene expression is balanced by myc-induced apoptosis. Abrogation of this apoptotic pathway in Myc overexpressing cells leads to cancer progression. Recent work has shown that cell clones in the Drosophila wing disc with higher dMyc expression levels act as supercompetitors to potentiate the programmed death of surrounding normal cells. Yet another paper identifies dE2F1 as a critical component of pathways that normally restrict the ability of growth perturbing genes like dMyc to cause organ overgrowth.,"Secombe, Julie;Pierce, Sarah B;Eisenman, Robert N"
15035987,2004,Cell,Mechanism of activation of the RAF-ERK signaling pathway by oncogenic mutations of B-RAF.,"Over 30 mutations of the B-RAF gene associated with human cancers have been identified, the majority of which are located within the kinase domain. Here we show that of 22 B-RAF mutants analyzed, 18 have elevated kinase activity and signal to ERK in vivo. Surprisingly, three mutants have reduced kinase activity towards MEK in vitro but, by activating C-RAF in vivo, signal to ERK in cells. The structures of wild type and oncogenic V599EB-RAF kinase domains in complex with the RAF inhibitor BAY43-9006 show that the activation segment is held in an inactive conformation by association with the P loop. The clustering of most mutations to these two regions suggests that disruption of this interaction converts B-RAF into its active conformation. The high activity mutants signal to ERK by directly phosphorylating MEK, whereas the impaired activity mutants stimulate MEK by activating endogenous C-RAF, possibly via an allosteric or transphosphorylation mechanism.","Wan, Paul T C;Garnett, Mathew J;Roe, S Mark;Lee, Sharlene;Niculescu-Duvaz, Dan;Good, Valerie M;Jones, C Michael;Marshall, Christopher J;Springer, Caroline J;Barford, David;Marais, Richard"
15035978,2004,Cell,Oncogenic mutations in B-Raf: some losses yield gains.,"A study by Wan et al. in this issue of Cell demonstrates that the majority of oncogenic mutations in the B-Raf protein kinase result in increased catalytic activity, through disruption of the autoinhibited state of the kinase domain. Surprisingly, several mutations lead to impaired B-Raf kinase activity, yet these mutants are nevertheless capable of stimulating downstream signaling through transactivation of C-Raf.","Hubbard, Stevan R"
14744434,2004,Cell,Principles of tumor suppression.,"Molecular genetic studies of familial cancer syndromes identified and defined the recessive nature of tumor suppressor genes and resolved the paradox of why tumors arising in such families exhibited an autosomally dominant pattern of inheritance. Subsequent characterization of tumor suppressor proteins revealed their widespread involvement in sporadic cancers and pinpointed key mechanisms that protect animals against tumor development. We now recognize that tumor suppressor genes regulate diverse cellular activities, including cell cycle checkpoint responses, detection and repair of DNA damage, protein ubiquitination and degradation, mitogenic signaling, cell specification, differentiation and migration, and tumor angiogenesis. Their study has become a centerpiece of contemporary cancer research.","Sherr, Charles J"
14651845,2003,Cell,EMSY links the BRCA2 pathway to sporadic breast and ovarian cancer.,"The BRCA2 gene is mutated in familial breast and ovarian cancer, and its product is implicated in DNA repair and transcriptional regulation. Here we identify a protein, EMSY, which binds BRCA2 within a region (exon 3) deleted in cancer. EMSY is capable of silencing the activation potential of BRCA2 exon 3, associates with chromatin regulators HP1beta and BS69, and localizes to sites of repair following DNA damage. EMSY maps to chromosome 11q13.5, a region known to be involved in breast and ovarian cancer. We show that the EMSY gene is amplified almost exclusively in sporadic breast cancer (13%) and higher-grade ovarian cancer (17%). In addition, EMSY amplification is associated with worse survival, particularly in node-negative breast cancer, suggesting that it may be of prognostic value. The remarkable clinical overlap between sporadic EMSY amplification and familial BRCA2 deletion implicates a BRCA2 pathway in sporadic breast and ovarian cancer.","Hughes-Davies, Luke;Huntsman, David;Ruas, Margarida;Fuks, Francois;Bye, Jacqueline;Chin, Suet-Feung;Milner, Jonathon;Brown, Lindsay A;Hsu, Forrest;Gilks, Blake;Nielsen, Torsten;Schulzer, Michael;Chia, Stephen;Ragaz, Joseph;Cahn, Anthony;Linger, Lori;Ozdag, Hilal;Cattaneo, Elena;Jordanova, E S;Schuuring, Edward;Yu, David S;Venkitaraman, Ashok;Ponder, Bruce;Doherty, Aidan;Aparicio, Samuel;Bentley, David;Theillet, Charles;Ponting, Chris P;Caldas, Carlos;Kouzarides, Tony"
14651841,2003,Cell,The BRCA2-EMSY connection: implications for breast and ovarian tumorigenesis.,"In this issue, Hughes-Davies et al. describe a novel gene product, EMSY, which suppresses the transactivational activity of BRCA2. EMSY is located within an amplicon in sporadic breast and ovarian cancers, suggesting that its overexpression may mimic the effects of BRCA2 inactivation. The implications for BRCA2 function are discussed.","Haber, Daniel A"
14636558,2003,Cell,Neutrophil elastase cleaves PML-RARalpha and is important for the development of acute promyelocytic leukemia in mice.,"The fusion protein PML-RARalpha, generated by the t(15;17)(q22;q11.2) translocation associated with acute promyelocytic leukemia (APL), initiates APL when expressed in the early myeloid compartment of transgenic mice. PML-RARalpha is cleaved in several positions by a neutral serine protease in a human myeloid cell line; purification revealed that the protease is neutrophil elastase (NE). Immunofluorescence localization studies suggested that the cleavage of PML-RARalpha must occur within the cell, and perhaps, within the nucleus. The functional importance of NE for APL development was assessed in NE deficient mice. Greater than 90% of bone marrow PML-RARalpha cleaving activity was lost in the absence of NE, and NE (but not Cathepsin G) deficient animals were protected from APL development. Primary mouse and human APL cells also contain NE-dependent PML-RARalpha cleaving activity. Since NE is maximally produced in promyelocytes, this protease may play a role in APL pathogenesis by facilitating the leukemogenic potential of PML-RARalpha.","Lane, Andrew A;Ley, Timothy J"
14636551,2003,Cell,Proteolytic processing in development and leukemogenesis.,"There are now numerous examples in the hematopoietic system of genes that are critical for normal hematopoietic development, but when mutated, rearranged, or overexpressed, contribute to leukemogenesis. Two papers in this issue of Cell provide a fascinating twist on this paradigm, and suggest that proteolytic processing of certain of these genes plays an important role both in development and in leukemogenesis. These findings also suggest the possibility that proteases may be therapeutic targets in leukemia.","Gilliland, D Gary"
14505571,2003,Cell,Activated Cdc42 sequesters c-Cbl and prevents EGF receptor degradation.,"Cdc42 is a Ras-related protein that has been implicated in the control of normal cell growth, and when improperly regulated, in cellular transformation and invasiveness. A variety of extracellular stimuli, including epidermal growth factor (EGF), activate Cdc42. Here, we show that activation of Cdc42 protects the EGF receptor from the negative regulatory activity of the c-Cbl ubiquitin ligase. Activated Cdc42 binds to p85Cool-1 (for cloned-out-of-library)/beta-Pix (for Pak-interactive exchange factor), a protein that directly associates with c-Cbl. This inhibits the binding of Cbl by the EGF receptor and thus prevents Cbl from catalyzing receptor ubiquitination. The role played by Cdc42 in regulating the timing of EGF receptor-Cbl interactions is underscored by the fact that constitutively active Cdc42(F28L), by persistently blocking the binding of Cbl to these receptors, leads to their aberrant accumulation and sustained EGF-stimulated ERK activation, thus resulting in cellular transformation.","Wu, Wen Jin;Tu, Shine;Cerione, Richard A"
12914700,2003,Cell,Histone H2AX: a dosage-dependent suppressor of oncogenic translocations and tumors.,"We employed gene targeting to study H2AX, a histone variant phosphorylated in chromatin surrounding DNA double-strand breaks. Mice deficient for both H2AX and p53 (H(delta/delta)P(-/-)) rapidly developed immature T and B lymphomas and solid tumors. Moreover, H2AX haploinsufficiency caused genomic instability in normal cells and, on a p53-deficient background, early onset of various tumors including more mature B lymphomas. Most H2AX(delta/delta)p53(-/-) or H2AX(+/delta)p53(-/-) B lineage lymphomas harbored chromosome 12 (IgH)/15 (c-myc) translocations with hallmarks of either aberrant V(D)J or class switch recombination. In contrast, H2AX(delta/delta)p53(-/-) thymic lymphomas had clonal translocations that did not involve antigen receptor loci and which likely occurred during cellular expansion. Thus, H2AX helps prevent aberrant repair of both programmed and general DNA breakage and, thereby, functions as a dosage-dependent suppressor of genomic instability and tumors in mice. Notably, H2AX maps to a cytogenetic region frequently altered in human cancers, possibly implicating similar functions in man.","Bassing, Craig H;Suh, Heikyung;Ferguson, David O;Chua, Katrin F;Manis, John;Eckersdorff, Mark;Gleason, Megan;Bronson, Rodrick;Lee, Charles;Alt, Frederick W"
12914697,2003,Cell,A mechanism of cyclin D1 action encoded in the patterns of gene expression in human cancer.,"Here we describe how patterns of gene expression in human tumors have been deconvoluted to reveal a mechanism of action for the cyclin D1 oncogene. Computational analysis of the expression patterns of thousands of genes across hundreds of tumor specimens suggested that a transcription factor, C/EBPbeta/Nf-Il6, participates in the consequences of cyclin D1 overexpression. Functional analyses confirmed the involvement of C/EBPbeta in the regulation of genes affected by cyclin D1 and established this protein as an indispensable effector of a potentially important facet of cyclin D1 biology. This work demonstrates that tumor gene expression databases can be used to study the function of a human oncogene in situ.","Lamb, Justin;Ramaswamy, Sridhar;Ford, Heide L;Contreras, Bernardo;Martinez, Robert V;Kittrell, Frances S;Zahnow, Cynthia A;Patterson, Nick;Golub, Todd R;Ewen, Mark E"
12859896,2003,Cell,Membrane type I matrix metalloproteinase usurps tumor growth control imposed by the three-dimensional extracellular matrix.,"Cancer cells are able to proliferate at accelerated rates within the confines of a three-dimensional (3D) extracellular matrix (ECM) that is rich in type I collagen. The mechanisms used by tumor cells to circumvent endogenous antigrowth signals have yet to be clearly defined. We find that the matrix metalloproteinase, MT1-MMP, confers tumor cells with a distinct 3D growth advantage in vitro and in vivo. The replicative advantage conferred by MT1-MMP requires pericellular proteolysis of the ECM, as proliferation is fully suppressed when tumor cells are suspended in 3D gels of protease-resistant collagen. In the absence of proteolysis, tumor cells embedded in physiologically relevant ECM matrices are trapped in a compact, spherical configuration and unable to undergo changes in cell shape or cytoskeletal reorganization required for 3D growth. These observations identify MT1-MMP as a tumor-derived growth factor that regulates proliferation by controlling cell geometry within the confines of the 3D ECM.","Hotary, Kevin B;Allen, Edward D;Brooks, Peter C;Datta, Nabanita S;Long, Michael W;Weiss, Stephen J"
12837246,2003,Cell,Multiple tumor suppressor pathways negatively regulate telomerase.,"Telomerase expression is repressed in most somatic cells but is observed in stem cells and a high percentage of human cancers and has been hypothesized to contribute to tumorigenesis and maintenance of stem cell states. To explore telomerase regulation, we employed a general genetic screen to identify negative regulators of hTERT. We discovered three tumor suppressor/oncogene pathways involved in hTERT repression. One, the Mad1/c-Myc pathway, had been previously implicated in hTERT regulation. The second, SIP1, a transcriptional target of the TGF-beta pathway, mediates the TGF-beta regulated repression of hTERT. The third, the tumor suppressor Menin, is a direct repressor of hTERT. Depleting Menin immortalizes primary human fibroblasts and causes a transformation phenotype when coupled with expression of SV40 Large and Small T antigen and oncogenic ras. These studies suggest that multiple tumor suppressor/oncogene pathways coordinately repress hTERT expression and imply that telomerase is reactivated in human tumors through oncogenic mutations.","Lin, Shiaw Yih;Elledge, Stephen J"
12837240,2003,Cell,"Metastatic potential: generic predisposition of the primary tumor or rare, metastatic variants-or both?","Metastasis is a rare event. Does it arise from rare, variant, highly metastatic cells or does a primary tumor progress to a premalignant state from which metastases arise stochastically without further changes in gene expression? Arguments and evidence have been adduced to support either position. A paper in this month's Cancer Cell and other arguments instead suggest models combining features of both.","Hynes, Richard O"
12705869,2003,Cell,"MTA3, a Mi-2/NuRD complex subunit, regulates an invasive growth pathway in breast cancer.","Estrogen receptor is a key regulator of proliferation and differentiation in mammary epithelia and represents a crucial prognostic indicator and therapeutic target in breast cancer. Mechanistically, estrogen receptor induces changes in gene expression through direct gene activation and also through the biological functions of target loci. Here, we identify the product of human MTA3 as an estrogen-dependent component of the Mi-2/NuRD transcriptional corepressor in breast epithelial cells and demonstrate that MTA3 constitutes a key component of an estrogen-dependent pathway regulating growth and differentiation. The absence of estrogen receptor or of MTA3 leads to aberrant expression of the transcriptional repressor Snail, a master regulator of epithelial to mesenchymal transitions. Aberrant Snail expression results in loss of expression of the cell adhesion molecule E-cadherin, an event associated with changes in epithelial architecture and invasive growth. These results establish a mechanistic link between estrogen receptor status and invasive growth of breast cancers.","Fujita, Naoyuki;Jaye, David L;Kajita, Masahiro;Geigerman, Cissy;Moreno, Carlos S;Wade, Paul A"
12705862,2003,Cell,Another tie that binds the MTA family to breast cancer.,"In this issue of Cell, demonstrate that MTA3 is an estrogen-dependent component of the NuRD complex and identify the Snail gene as its direct target. ER signaling upregulates MTA3 levels to negatively modulate Snail-mediated repression of E-cadherin. These findings may explain how ER status controls epithelial-to-mesenchymal transition in human breast tumors.","Kumar, Rakesh"
12628187,2003,Cell,"DOCK4, a GTPase activator, is disrupted during tumorigenesis.","We used representational difference analysis to identify homozygous genomic deletions selected during tumor progression in the mouse NF2 and TP53 tumor model. We describe a deletion targeting DOCK4, a member of the CDM gene family encoding regulators of small GTPases. DOCK4 specifically activates Rap GTPase, enhancing the formation of adherens junctions. DOCK4 mutations are present in a subset of human cancer cell lines; a recurrent missense mutant identified in human prostate and ovarian cancers encodes a protein that is defective in Rap1 activation. The engulfment defect of C. elegans mutants lacking the CDM gene ced-5 is rescued by wild-type DOCK4, but not by the mutant allele. Expression of wild-type, but not mutant, DOCK4 in mouse osteosarcoma cells with a deletion of the endogenous gene suppresses growth in soft agar and tumor invasion in vivo. DOCK4 therefore encodes a CDM family member that regulates intercellular junctions and is disrupted during tumorigenesis.","Yajnik, Vijay;Paulding, Charles;Sordella, Raffaella;McClatchey, Andrea I;Saito, Mako;Wahrer, Doke C R;Reynolds, Paul;Bell, Daphne W;Lake, Robert;van den Heuvel, Sander;Settleman, Jeff;Haber, Daniel A"
12553907,2003,Cell,Liver tumor development. c-Jun antagonizes the proapoptotic activity of p53.,"The transcription factor c-Jun mediates several cellular processes, including proliferation and survival, and is upregulated in many carcinomas. Liver-specific inactivation of c-Jun at different stages of tumor development was used to study its role in chemically induced hepatocellular carcinomas (HCCs) in mice. The requirement for c-jun was restricted to early stages of tumor development, and the number and size of hepatic tumors was dramatically reduced when c-jun was inactivated after the tumor had initiated. The impaired tumor development correlated with increased levels of p53 and its target gene noxa, resulting in the induction of apoptosis without affecting cell proliferation. Primary hepatocytes lacking c-Jun showed increased sensitivity to TNF-alpha-induced apoptosis, which was abrogated in the absence of p53. These data indicate that c-Jun prevents apoptosis by antagonizing p53 activity, illustrating a mechanism that might contribute to the early stages of human HCC development.","Eferl, Robert;Ricci, Romeo;Kenner, Lukas;Zenz, Rainer;David, Jean-Pierre;Rath, Martina;Wagner, Erwin F"
12507419,2002,Cell,Taking the study of cancer cell survival to a new dimension.,Apoptosis plays a key role in the development of cancer and the response of tumor cells to therapeutic intervention. Recent work using three-dimensional cell culture models underscores the importance of the interactions between epithelial cells-both normal and malignant-and the extracellular matrix that surrounds them in informing life and death decisions. Research in this area is beginning to define the oncogenic pathways that can interfere with this process and the biochemical pathways that transmit signals from proper cell-matrix interactions to promote cell survival.,"Jacks, Tyler;Weinberg, Robert A"
12408869,2002,Cell,Beta-catenin and TCF mediate cell positioning in the intestinal epithelium by controlling the expression of EphB/ephrinB.,"In the small intestine, the progeny of stem cells migrate in precise patterns. Absorptive, enteroendocrine, and goblet cells migrate toward the villus while Paneth cells occupy the bottom of the crypts. We show here that beta-catenin and TCF inversely control the expression of the EphB2/EphB3 receptors and their ligand ephrin-B1 in colorectal cancer and along the crypt-villus axis. Disruption of EphB2 and EphB3 genes reveals that their gene products restrict cell intermingling and allocate cell populations within the intestinal epithelium. In EphB2/EphB3 null mice, the proliferative and differentiated populations intermingle. In adult EphB3(-/-) mice, Paneth cells do not follow their downward migratory path, but scatter along crypt and villus. We conclude that in the intestinal epithelium beta-catenin and TCF couple proliferation and differentiation to the sorting of cell populations through the EphB/ephrin-B system.","Batlle, Eduard;Henderson, Jeffrey T;Beghtel, Harry;van den Born, Maaike M W;Sancho, Elena;Huls, Gerwin;Meeldijk, Jan;Robertson, Jennifer;van de Wetering, Marc;Pawson, Tony;Clevers, Hans"
12408868,2002,Cell,The beta-catenin/TCF-4 complex imposes a crypt progenitor phenotype on colorectal cancer cells.,"The transactivation of TCF target genes induced by Wnt pathway mutations constitutes the primary transforming event in colorectal cancer (CRC). We show that disruption of beta-catenin/TCF-4 activity in CRC cells induces a rapid G1 arrest and blocks a genetic program that is physiologically active in the proliferative compartment of colon crypts. Coincidently, an intestinal differentiation program is induced. The TCF-4 target gene c-MYC plays a central role in this switch by direct repression of the p21(CIP1/WAF1) promoter. Following disruption of beta-catenin/TCF-4 activity, the decreased expression of c-MYC releases p21(CIP1/WAF1) transcription, which in turn mediates G1 arrest and differentiation. Thus, the beta-catenin/TCF-4 complex constitutes the master switch that controls proliferation versus differentiation in healthy and malignant intestinal epithelial cells.","van de Wetering, Marc;Sancho, Elena;Verweij, Cornelis;de Lau, Wim;Oving, Irma;Hurlstone, Adam;van der Horn, Karin;Batlle, Eduard;Coudreuse, Damien;Haramis, Anna Pavlina;Tjon-Pon-Fong, Menno;Moerer, Petra;van den Born, Maaike;Soete, Gwen;Pals, Steven;Eilers, Martin;Medema, Rene;Clevers, Hans"
12372299,2002,Cell,The circadian gene Period2 plays an important role in tumor suppression and DNA damage response in vivo.,"The Period2 gene plays a key role in controlling circadian rhythm in mice. We report here that mice deficient in the mPer2 gene are cancer prone. After gamma radiation, these mice show a marked increase in tumor development and reduced apoptosis in thymocytes. The core circadian genes are induced by gamma radiation in wild-type mice but not in mPer2 mutant mice. Temporal expression of genes involved in cell cycle regulation and tumor suppression, such as Cyclin D1, Cyclin A, Mdm-2, and Gadd45alpha, is deregulated in mPer2 mutant mice. In particular, the transcription of c-myc is controlled directly by circadian regulators and is deregulated in the mPer2 mutant. Our studies suggest that the mPer2 gene functions in tumor suppression by regulating DNA damage-responsive pathways.","Fu, Loning;Pelicano, Helene;Liu, Jinsong;Huang, Peng;Lee, Cheng"
12372298,2002,Cell,The role of apoptosis in creating and maintaining luminal space within normal and oncogene-expressing mammary acini.,"We have utilized in vitro three-dimensional epithelial cell cultures to analyze the role of apoptosis in the formation and maintenance of a hollow glandular architecture. Lumen formation is associated with the selective apoptosis of centrally located cells; this apoptosis follows apicobasal polarization and precedes proliferative suppression during acinar development. Notably, either inhibiting apoptosis (by exogenously expressing antiapoptotic Bcl family proteins) or enhancing proliferation (via Cyclin D1 or HPV E7 overexpression) does not result in luminal filling, suggesting glandular architecture is resistant to such isolated oncogenic insults. However, the lumen is filled when oncogenes that enhance proliferation are coexpressed with those that inhibit apoptosis, or when ErbB2, which induces both activities, is activated by homodimerization. Hence, apoptosis can counteract increased proliferation to maintain luminal space, suggesting that tumor cells must restrain apoptosis to populate the lumen.","Debnath, Jayanta;Mills, Kenna R;Collins, Nicole L;Reginato, Mauricio J;Muthuswamy, Senthil K;Brugge, Joan S"
12297048,2002,Cell,Presenilin couples the paired phosphorylation of beta-catenin independent of axin: implications for beta-catenin activation in tumorigenesis.,"The Alzheimer's disease-linked gene presenilin 1 (PS1) is required for intramembrane proteolysis of APP and Notch. In addition, recent observations strongly implicate PS1 as a negative regulator of the Wnt/beta-catenin signaling pathway, although the mechanism underlying this activity is unknown. Here, we show that presenilin functions as a scaffold that rapidly couples beta-catenin phosphorylation through two sequential kinase activities independent of the Wnt-regulated Axin/CK1alpha complex. Thus, presenilin deficiency results in increased beta-catenin stability in vitro and in vivo by disconnecting the stepwise phosphorylation of beta-catenin, both in the presence and absence of Wnt stimulation. These findings highlight an aspect of beta-catenin regulation outside of the canonical Wnt-regulated pathway and a function of presenilin separate from intramembrane proteolysis.","Kang, David E;Soriano, Salvador;Xia, Xuefeng;Eberhart, Charles G;De Strooper, Bart;Zheng, Hui;Koo, Edward H"
12202036,2002,Cell,salvador Promotes both cell cycle exit and apoptosis in Drosophila and is mutated in human cancer cell lines.,"The number of cells in an organism is determined by regulating both cell proliferation and cell death. Relatively few mechanisms have been identified that can modulate both of these processes. In a screen for Drosophila mutations that result in tissue overgrowth, we identified salvador (sav), a gene that promotes both cell cycle exit and cell death. Elevated Cyclin E and DIAP1 levels are found in mutant cells, resulting in delayed cell cycle exit and impaired apoptosis. Salvador contains two WW domains and binds to the Warts (or LATS) protein kinase. The human ortholog of salvador (hWW45) is mutated in three cancer cell lines. Thus, salvador restricts cell numbers in vivo by functioning as a dual regulator of cell proliferation and apoptosis.","Tapon, Nicolas;Harvey, Kieran F;Bell, Daphne W;Wahrer, Doke C R;Schiripo, Taryn A;Haber, Daniel  A;Hariharan, Iswar K"
12202030,2002,Cell,Competition and compensation: coupled to death in development and cancer.,"Developing systems exhibit robust and tolerant properties in the form of compensation and competition within cell groups. Fundamentally, these behaviors are governed by mechanisms that elicit proliferation and apoptosis. Recent insights from the Drosophila system implicate new determinants that specify ""winners"" and ""losers"" in this process.","Abrams, John M"
